Wind,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China,China
2021-12,"1,364,404.00 ","558,965.00 ","19,489.00 ","325,560.00 ","138,592.00 ","321,800.00 ","218,241.00 ","57,707,569.00 ","2,682,520.00 ","923,458.00 ","579,562.00 ","442,749.00 ","337,336.00 ","215,460.00 ","183,955.00 ","41,087,209.00 ","740,794.00 ","395,479.00 ","123,803.00 ","36,518.00 ","326,421.00 ","201,968.00 ","386,005.00 ","185,224.00 ","1,692,650.00 ","773,246.00 ","129,579.00 ","163,724.00 ","23,192.00 ","1,463,834.00 ","453,381.00 ","5,151,089.00 ","599,342.00 ","1,014,350.00 ","116,294.00 ","680,206.00 ","438,999.00 ","36,973.00 ","110,225.00 ","419,517.00 ","1,547,767.00 ","383,593.00 ","1,163,837.00 ","4,067,695.00 ","1,176,233.00 ","166,036.00 ","285,831.00 ","112,079.00 ","5,369,496.00 ","1,566,494.00 ","3,661,360.00 ","8,890,611.00 ","7,481,893.00 ","155,366.00 ","107,670.00 ","2,240,834.00 ","532,484.00 ","1,057,748.00 ","5,110.00 ","379,229.00 ","31,966.00 ","601,269.00 ","19,447.00 ","311,598.00 ","27,310.00 ","9,856.00 ","31,479.00 ","1,103,958.00 ","132,084.00 ","1,921,467.00 ","45,193.00 ","101,072.00 ","89,479.00 ","638,064.00 ","150,641.00 ","88,502.00 ","13,937,840.00 ","13,079,290.00 ","5,834,889.00 ","5,687,600.00 ","550,813.00 ","199,177.00 ","659,374.00 ","1,142,122.00 ","407,586.00 ","332,798.00 ","86,783.00 ","314,954.00 ","1,726,418.00 ","845,759.00 ","369,121.00 ","41,880.00 ","3,866.00 ","49,628.00 ","30,586.00 ","282,973.00 ","79,261.00 ","654,595.00 ","27,210.00 ","1,112,010.00 ","501,150.00 ","382,573.00 ","161,899.00 ","228,286.00 ","2,376,297.00 ","225,963.00 ","765,523.00 ",0.00 ,"170,549.00 ","1,376,776.00 ","570,650.00 ","43,031.00 ","3,723,159.00 ","193,579.00 ","31,064.00 ","4,528.00 ","627,103.00 ","77,468.00 ","332,958.00 ","1,196,660.00 ","1,023,137.00 ","423,655.00 ","535,035.00 ","747,127.00 ","9,521,571.00 ","5,343,424.00 ","4,178,147.00 ","81,557,047.00 "
2022-01,"1,145,458.00 ","397,448.00 ","14,839.00 ","317,205.00 ","139,837.00 ","276,128.00 ","174,021.00 ","45,640,000.00 ","2,432,735.00 ","915,809.00 ","529,259.00 ","376,699.00 ","293,050.00 ","172,339.00 ","145,579.00 ","33,533,864.00 ","694,665.00 ","377,703.00 ","139,071.00 ","36,074.00 ","262,753.00 ","150,444.00 ","302,197.00 ","145,538.00 ","1,242,582.00 ","720,577.00 ","118,461.00 ","122,033.00 ","20,513.00 ","1,367,993.00 ","392,898.00 ","4,527,448.00 ","576,056.00 ","753,445.00 ","117,636.00 ","598,435.00 ","399,378.00 ","35,734.00 ","89,591.00 ","355,227.00 ","1,236,964.00 ","317,284.00 ","919,464.00 ","2,858,997.00 ","976,126.00 ","151,369.00 ","155,585.00 ","71,463.00 ","5,124,133.00 ","1,439,344.00 ","3,560,770.00 ","5,855,923.00 ","4,484,043.00 ","176,009.00 ","74,536.00 ","1,811,227.00 ","449,528.00 ","906,266.00 ","5,162.00 ","348,151.00 ","32,034.00 ","582,920.00 ","18,893.00 ","274,158.00 ","23,859.00 ","9,105.00 ","31,150.00 ","957,773.00 ","122,259.00 ","1,775,695.00 ","43,164.00 ","92,491.00 ","80,961.00 ","551,680.00 ","133,434.00 ","73,437.00 ","9,681,119.00 ","8,873,419.00 ","4,894,713.00 ","2,614,611.00 ","442,973.00 ","168,838.00 ","638,862.00 ","992,494.00 ","381,790.00 ","283,009.00 ","75,605.00 ","252,090.00 ","1,858,237.00 ","932,627.00 ","405,119.00 ","43,772.00 ","3,922.00 ","54,958.00 ","33,171.00 ","283,464.00 ","74,967.00 ","698,938.00 ","30,158.00 ","1,063,945.00 ","505,923.00 ","384,426.00 ","158,122.00 ","173,596.00 ","2,631,167.00 ","225,688.00 ","863,582.00 ",0.00 ,"190,637.00 ","1,517,310.00 ","600,400.00 ","42,346.00 ","3,980,866.00 ","203,266.00 ","29,560.00 ","4,751.00 ","664,365.00 ","82,013.00 ","351,928.00 ","1,162,689.00 ","965,768.00 ","482,677.00 ","621,336.00 ","846,532.00 ","11,826,671.00 ","6,500,560.00 ","5,326,111.00 ","72,318,483.00 "
2022-02,"1,004,087.00 ","332,932.00 ","12,720.00 ","295,251.00 ","121,424.00 ","241,761.00 ","156,927.00 ","36,930,000.00 ","2,034,592.00 ","784,516.00 ","483,976.00 ","323,638.00 ","230,850.00 ","101,794.00 ","109,818.00 ","27,625,962.00 ","494,702.00 ","293,966.00 ","107,746.00 ","22,034.00 ","196,326.00 ","106,552.00 ","200,797.00 ","94,365.00 ","950,570.00 ","575,162.00 ","83,915.00 ","90,861.00 ","14,009.00 ","1,275,075.00 ","380,649.00 ","4,084,071.00 ","515,125.00 ","743,007.00 ","81,321.00 ","560,381.00 ","325,320.00 ","29,074.00 ","80,725.00 ","323,396.00 ","873,303.00 ","231,456.00 ","641,689.00 ","1,919,368.00 ","542,154.00 ","119,582.00 ","133,020.00 ","75,833.00 ","4,537,487.00 ","1,263,016.00 ","3,155,194.00 ","5,250,325.00 ","4,120,428.00 ","135,793.00 ","65,984.00 ","1,279,964.00 ","308,217.00 ","673,462.00 ","5,277.00 ","270,718.00 ","23,599.00 ","452,023.00 ","16,372.00 ","216,932.00 ","17,551.00 ","6,660.00 ","26,557.00 ","803,018.00 ","122,610.00 ","1,499,353.00 ","51,195.00 ","76,075.00 ","66,871.00 ","414,758.00 ","87,429.00 ","56,094.00 ","7,266,091.00 ","6,540,168.00 ","4,309,236.00 ","665,653.00 ","519,014.00 ","151,190.00 ","574,733.00 ","690,972.00 ","276,113.00 ","181,174.00 ","54,475.00 ","179,210.00 ","1,756,474.00 ","939,357.00 ","370,201.00 ","37,024.00 ","3,708.00 ","52,096.00 ","27,380.00 ","227,567.00 ","75,426.00 ","733,916.00 ","27,423.00 ","1,006,265.00 ","478,548.00 ","368,300.00 ","152,045.00 ","159,417.00 ","2,338,547.00 ","204,461.00 ","803,328.00 ",0.00 ,"180,575.00 ","1,391,821.00 ","537,973.00 ","36,801.00 ","3,509,781.00 ","175,042.00 ","27,221.00 ","4,169.00 ","620,367.00 ","73,321.00 ","334,003.00 ","855,030.00 ","673,992.00 ","443,788.00 ","592,270.00 ","823,284.00 ","12,203,638.00 ","6,426,486.00 ","5,777,152.00 ","62,350,107.00 "
2022-03,"1,123,978.00 ","362,077.00 ","11,605.00 ","264,846.00 ","136,877.00 ","348,572.00 ","268,451.00 ","47,130,000.00 ","2,256,795.00 ","833,291.00 ","493,343.00 ","355,398.00 ","271,374.00 ","168,070.00 ","135,319.00 ","35,614,103.00 ","602,451.00 ","375,910.00 ","141,551.00 ","32,602.00 ","309,573.00 ","200,947.00 ","357,819.00 ","161,059.00 ","1,567,748.00 ","750,831.00 ","116,295.00 ","150,315.00 ","21,048.00 ","1,392,395.00 ","415,850.00 ","4,536,405.00 ","600,451.00 ","769,312.00 ","92,877.00 ","636,999.00 ","408,653.00 ","34,888.00 ","90,680.00 ","409,021.00 ","1,446,353.00 ","360,356.00 ","1,074,014.00 ","3,203,130.00 ","999,744.00 ","152,770.00 ","335,631.00 ","83,984.00 ","5,398,154.00 ","1,485,893.00 ","3,744,851.00 ","6,055,230.00 ","4,610,876.00 ","146,879.00 ","95,479.00 ","2,086,610.00 ","507,180.00 ","971,009.00 ","5,400.00 ","357,694.00 ","33,809.00 ","533,348.00 ","18,114.00 ","275,697.00 ","26,419.00 ","8,612.00 ","30,791.00 ","1,051,166.00 ","137,272.00 ","1,840,347.00 ","41,642.00 ","95,839.00 ","73,495.00 ","582,427.00 ","144,885.00 ","80,982.00 ","9,255,713.00 ","8,469,388.00 ","4,686,971.00 ","2,460,342.00 ","457,251.00 ","162,368.00 ","623,958.00 ","859,218.00 ","299,641.00 ","251,488.00 ","60,535.00 ","247,553.00 ","1,535,791.00 ","766,339.00 ","333,733.00 ","37,594.00 ","3,491.00 ","44,375.00 ","23,288.00 ","236,231.00 ","70,990.00 ","591,013.00 ","23,240.00 ","991,924.00 ","468,056.00 ","368,717.00 ","157,195.00 ","155,152.00 ","2,122,197.00 ","200,842.00 ","651,989.00 ",0.00 ,"150,036.00 ","1,148,905.00 ","510,298.00 ","41,995.00 ","3,087,111.00 ","160,104.00 ","23,611.00 ","3,348.00 ","562,561.00 ","71,237.00 ","290,919.00 ","875,018.00 ","724,298.00 ","369,565.00 ","471,563.00 ","648,299.00 ","10,133,270.00 ","5,430,899.00 ","4,702,371.00 ","69,441,327.00 "
2022-04,"1,273,746.00 ","359,651.00 ","14,029.00 ","260,248.00 ","146,695.00 ","493,122.00 ","411,095.00 ","43,950,000.00 ","2,204,562.00 ","788,662.00 ","451,220.00 ","368,484.00 ","276,250.00 ","185,608.00 ","134,339.00 ","34,239,426.00 ","564,802.00 ","358,704.00 ","138,375.00 ","29,068.00 ","279,450.00 ","172,334.00 ","334,581.00 ","143,238.00 ","1,402,292.00 ","713,489.00 ","104,977.00 ","138,176.00 ","18,179.00 ","1,337,175.00 ","430,981.00 ","4,433,399.00 ","559,410.00 ","786,192.00 ","109,882.00 ","610,410.00 ","396,122.00 ","35,179.00 ","88,590.00 ","344,458.00 ","1,297,707.00 ","307,337.00 ","979,073.00 ","3,513,447.00 ","1,203,976.00 ","157,423.00 ","376,535.00 ","97,283.00 ","5,414,464.00 ","1,597,050.00 ","3,666,024.00 ","5,797,596.00 ","4,419,058.00 ","148,847.00 ","77,303.00 ","1,890,081.00 ","450,172.00 ","852,585.00 ","4,676.00 ","313,552.00 ","31,977.00 ","428,372.00 ","17,926.00 ","236,490.00 ","23,630.00 ","7,757.00 ","26,652.00 ","1,002,110.00 ","144,316.00 ","1,786,108.00 ","31,839.00 ","98,144.00 ","66,915.00 ","531,244.00 ","142,802.00 ","75,311.00 ","7,505,920.00 ","6,735,250.00 ","3,931,254.00 ","1,801,429.00 ","424,240.00 ","162,146.00 ","608,525.00 ","801,851.00 ","275,915.00 ","267,844.00 ","55,665.00 ","202,426.00 ","1,371,029.00 ","642,932.00 ","317,807.00 ","35,697.00 ","3,541.00 ","37,439.00 ","20,953.00 ","225,971.00 ","69,462.00 ","499,482.00 ","20,767.00 ","1,043,786.00 ","491,534.00 ","392,725.00 ","171,736.00 ","159,527.00 ","1,935,724.00 ","186,243.00 ","561,560.00 ",0.00 ,"133,886.00 ","981,244.00 ","466,757.00 ","42,793.00 ","2,731,463.00 ","144,033.00 ","21,389.00 ","2,901.00 ","524,564.00 ","72,274.00 ","275,840.00 ","814,927.00 ","691,488.00 ","301,717.00 ","411,180.00 ","535,043.00 ","8,368,605.00 ","4,650,384.00 ","3,718,221.00 ","63,619,557.00 "
2022-05,"1,523,007.00 ","413,511.00 ","14,971.00 ","279,388.00 ","173,193.00 ","641,943.00 ","550,009.00 ","46,786,051.00 ","2,256,350.00 ","770,228.00 ","457,980.00 ","386,706.00 ","299,393.00 ","201,869.00 ","140,175.00 ","36,358,023.00 ","608,528.00 ","386,435.00 ","145,836.00 ","32,139.00 ","300,892.00 ","186,207.00 ","348,742.00 ","150,057.00 ","1,479,736.00 ","766,634.00 ","113,456.00 ","143,292.00 ","19,502.00 ","1,361,117.00 ","399,692.00 ","4,704,497.00 ","586,756.00 ","745,965.00 ","74,486.00 ","648,662.00 ","438,021.00 ","37,890.00 ","96,397.00 ","390,002.00 ","1,436,941.00 ","341,632.00 ","1,084,148.00 ","3,730,208.00 ","1,242,775.00 ","157,231.00 ","386,073.00 ","105,199.00 ","5,661,255.00 ","1,622,876.00 ","3,877,353.00 ","6,077,297.00 ","4,694,855.00 ","145,638.00 ","90,945.00 ","2,040,018.00 ","504,266.00 ","909,836.00 ","4,341.00 ","343,915.00 ","34,763.00 ","492,817.00 ","20,964.00 ","258,906.00 ","25,688.00 ","8,392.00 ","30,348.00 ","1,091,497.00 ","167,349.00 ","1,881,224.00 ","40,383.00 ","99,494.00 ","82,648.00 ","566,373.00 ","153,522.00 ","75,975.00 ","8,171,678.00 ","7,392,732.00 ","4,016,733.00 ","2,534,152.00 ","449,858.00 ","146,022.00 ","632,924.00 ","828,310.00 ","291,788.00 ","272,250.00 ","59,064.00 ","205,209.00 ","1,447,738.00 ","683,478.00 ","326,696.00 ","38,083.00 ","3,511.00 ","39,818.00 ","22,581.00 ","248,589.00 ","66,311.00 ","535,551.00 ","22,182.00 ","1,092,724.00 ","515,015.00 ","413,367.00 ","175,179.00 ","164,343.00 ","2,128,386.00 ","209,904.00 ","620,406.00 ",0.00 ,"137,704.00 ","1,079,920.00 ","519,306.00 ","53,634.00 ","2,821,152.00 ","157,672.00 ","23,032.00 ","3,215.00 ","536,913.00 ","75,387.00 ","269,959.00 ","866,820.00 ","732,810.00 ","296,390.00 ","437,838.00 ","525,519.00 ","8,171,496.00 ","4,536,248.00 ","3,635,248.00 ","67,156,201.00 "
2022-06,"1,956,803.00 ","511,415.00 ","19,019.00 ","338,000.00 ","186,018.00 ","902,350.00 ","795,582.00 ","48,638,338.00 ","2,223,364.00 ","769,603.00 ","455,585.00 ","383,219.00 ","285,202.00 ","193,275.00 ","136,480.00 ","37,085,564.00 ","652,287.00 ","424,172.00 ","168,775.00 ","38,979.00 ","331,580.00 ","199,782.00 ","340,709.00 ","159,223.00 ","1,489,521.00 ","845,790.00 ","125,273.00 ","153,983.00 ","20,669.00 ","1,382,957.00 ","419,168.00 ","4,646,691.00 ","565,003.00 ","736,098.00 ","95,187.00 ","637,547.00 ","503,580.00 ","46,882.00 ","106,835.00 ","413,311.00 ","1,394,411.00 ","351,922.00 ","1,042,363.00 ","3,625,733.00 ","1,156,710.00 ","178,420.00 ","381,793.00 ","102,616.00 ","5,372,492.00 ","1,535,771.00 ","3,687,800.00 ","6,303,229.00 ","4,631,204.00 ","150,748.00 ","80,025.00 ","2,048,036.00 ","508,457.00 ","959,971.00 ","5,266.00 ","383,310.00 ","39,909.00 ","589,874.00 ","26,100.00 ","299,658.00 ","29,550.00 ","10,219.00 ","38,367.00 ","1,207,596.00 ","214,628.00 ","2,084,753.00 ","48,889.00 ","118,438.00 ","80,377.00 ","627,560.00 ","152,854.00 ","79,097.00 ","9,329,410.00 ","8,506,849.00 ","4,457,864.00 ","3,178,884.00 ","482,607.00 ","163,812.00 ","658,749.00 ","929,740.00 ","338,532.00 ","293,672.00 ","66,748.00 ","230,788.00 ","1,711,252.00 ","794,147.00 ","399,471.00 ","39,304.00 ","3,744.00 ","54,794.00 ","28,235.00 ","302,388.00 ","65,582.00 ","608,167.00 ","27,331.00 ","1,178,417.00 ","554,184.00 ","434,162.00 ","176,287.00 ","190,071.00 ","2,851,655.00 ","260,267.00 ","855,742.00 ",0.00 ,"177,727.00 ","1,489,535.00 ","698,575.00 ","61,813.00 ","3,570,113.00 ","207,969.00 ","30,679.00 ","3,985.00 ","570,970.00 ","84,618.00 ","267,339.00 ","1,115,899.00 ","930,502.00 ","371,028.00 ","616,547.00 ","687,701.00 ","10,455,142.00 ","5,888,111.00 ","4,567,030.00 ","74,513,039.00 "
2022-07,"2,108,083.00 ","566,907.00 ","21,855.00 ","403,644.00 ","222,983.00 ","892,694.00 ","770,905.00 ","50,322,809.00 ","2,213,237.00 ","764,218.00 ","448,970.00 ","374,383.00 ","287,093.00 ","197,832.00 ","140,740.00 ","37,854,027.00 ","694,862.00 ","457,333.00 ","189,288.00 ","37,164.00 ","389,659.00 ","222,541.00 ","353,920.00 ","175,799.00 ","1,545,669.00 ","792,283.00 ","142,660.00 ","172,052.00 ","23,104.00 ","1,449,990.00 ","413,370.00 ","4,824,961.00 ","568,493.00 ","868,097.00 ","95,963.00 ","613,768.00 ","534,754.00 ","51,249.00 ","108,037.00 ","417,459.00 ","1,481,587.00 ","380,539.00 ","1,100,973.00 ","3,682,653.00 ","1,158,700.00 ","180,299.00 ","356,531.00 ","98,783.00 ","4,845,982.00 ","1,376,133.00 ","3,386,654.00 ","6,235,866.00 ","4,534,798.00 ","147,856.00 ","92,163.00 ","2,118,212.00 ","517,380.00 ","1,038,730.00 ","6,502.00 ","410,225.00 ","46,200.00 ","667,972.00 ","33,052.00 ","347,335.00 ","32,902.00 ","10,741.00 ","44,300.00 ","1,333,680.00 ","242,446.00 ","2,248,377.00 ","50,956.00 ","125,692.00 ","110,251.00 ","697,717.00 ","149,796.00 ","85,248.00 ","10,255,545.00 ","9,419,866.00 ","5,123,216.00 ","3,365,932.00 ","505,629.00 ","161,760.00 ","673,918.00 ","1,081,793.00 ","399,877.00 ","338,560.00 ","76,486.00 ","266,869.00 ","2,010,700.00 ","940,289.00 ","469,362.00 ","43,557.00 ","4,062.00 ","69,880.00 ","30,420.00 ","361,394.00 ","63,266.00 ","727,482.00 ","32,532.00 ","1,289,511.00 ","601,104.00 ","467,987.00 ","191,967.00 ","220,420.00 ","3,551,654.00 ","307,705.00 ","1,130,321.00 ",0.00 ,"219,855.00 ","1,884,273.00 ","880,749.00 ","76,990.00 ","3,962,833.00 ","258,970.00 ","38,813.00 ","5,452.00 ","621,305.00 ","85,217.00 ","291,955.00 ","973,539.00 ","723,664.00 ","458,351.00 ","786,850.00 ","863,817.00 ","14,796,146.00 ","8,348,005.00 ","6,448,141.00 ","83,238,727.00 "
2022-08,"2,177,458.00 ","634,630.00 ","20,609.00 ","419,041.00 ","247,827.00 ","855,351.00 ","708,571.00 ","50,069,292.00 ","2,168,941.00 ","744,869.00 ","414,463.00 ","377,078.00 ","293,513.00 ","192,052.00 ","146,965.00 ","37,080,313.00 ","737,064.00 ","467,095.00 ","180,338.00 ","36,160.00 ","388,715.00 ","217,946.00 ","332,164.00 ","172,129.00 ","1,465,764.00 ","761,851.00 ","144,066.00 ","163,659.00 ","22,219.00 ","1,442,085.00 ","406,731.00 ","4,518,575.00 ","587,375.00 ","891,497.00 ","95,130.00 ","556,227.00 ","491,276.00 ","48,499.00 ","91,844.00 ","396,294.00 ","1,426,220.00 ","363,891.00 ","1,062,240.00 ","3,535,325.00 ","1,134,963.00 ","182,880.00 ","331,172.00 ","88,247.00 ","4,740,208.00 ","1,210,783.00 ","3,450,833.00 ","6,523,121.00 ","4,829,097.00 ","149,305.00 ","84,843.00 ","2,049,932.00 ","509,182.00 ","1,002,159.00 ","6,002.00 ","405,518.00 ","44,887.00 ","659,112.00 ","34,547.00 ","330,874.00 ","32,115.00 ","10,391.00 ","43,377.00 ","1,291,724.00 ","206,261.00 ","2,174,048.00 ","49,908.00 ","121,868.00 ","94,779.00 ","701,427.00 ","146,912.00 ","83,772.00 ","10,820,039.00 ","9,992,875.00 ","5,400,345.00 ","3,623,788.00 ","521,570.00 ","154,491.00 ","672,673.00 ","1,089,100.00 ","406,659.00 ","337,037.00 ","75,907.00 ","269,498.00 ","2,052,796.00 ","957,853.00 ","483,013.00 ","43,695.00 ","4,034.00 ","72,057.00 ","30,250.00 ","370,071.00 ","63,258.00 ","738,439.00 ","32,602.00 ","1,290,864.00 ","603,784.00 ","476,062.00 ","196,935.00 ","211,019.00 ","3,623,829.00 ","315,477.00 ","1,162,985.00 ",0.00 ,"227,567.00 ","1,931,599.00 ","885,027.00 ","71,660.00 ","4,007,738.00 ","257,885.00 ","37,917.00 ","5,487.00 ","631,350.00 ","87,874.00 ","294,555.00 ","939,186.00 ","690,981.00 ","468,170.00 ","813,882.00 ","897,264.00 ","16,686,051.00 ","9,280,916.00 ","7,405,135.00 ","85,204,309.00 "
2022-09,"1,523,908.00 ","484,789.00 ","16,193.00 ","319,440.00 ","227,781.00 ","475,705.00 ","353,960.00 ","45,968,974.00 ","2,127,233.00 ","739,385.00 ","414,646.00 ","357,044.00 ","284,107.00 ","194,788.00 ","137,263.00 ","35,653,226.00 ","705,610.00 ","419,443.00 ","143,174.00 ","32,733.00 ","331,835.00 ","201,775.00 ","335,932.00 ","161,203.00 ","1,419,743.00 ","761,558.00 ","124,448.00 ","150,189.00 ","19,852.00 ","1,421,353.00 ","398,801.00 ","4,412,182.00 ","551,247.00 ","876,976.00 ","94,590.00 ","581,926.00 ","454,898.00 ","42,124.00 ","83,384.00 ","370,985.00 ","1,379,941.00 ","333,680.00 ","1,046,173.00 ","3,615,248.00 ","1,177,550.00 ","176,599.00 ","332,684.00 ","101,411.00 ","4,870,679.00 ","1,318,403.00 ","3,468,632.00 ","6,242,549.00 ","4,591,166.00 ","155,211.00 ","81,454.00 ","1,949,216.00 ","484,269.00 ","914,396.00 ","4,946.00 ","340,531.00 ","38,051.00 ","610,329.00 ","31,639.00 ","274,160.00 ","27,425.00 ","8,002.00 ","37,230.00 ","1,184,533.00 ","198,183.00 ","1,909,516.00 ","41,920.00 ","106,425.00 ","66,960.00 ","622,209.00 ","148,598.00 ","77,303.00 ","8,188,515.00 ","7,410,513.00 ","4,251,166.00 ","2,279,368.00 ","455,298.00 ","153,850.00 ","624,153.00 ","870,109.00 ","302,116.00 ","282,938.00 ","61,861.00 ","223,193.00 ","1,676,081.00 ","810,619.00 ","367,741.00 ","37,768.00 ","3,497.00 ","50,610.00 ","22,910.00 ","300,879.00 ","60,865.00 ","638,219.00 ","24,689.00 ","1,113,036.00 ","529,911.00 ","418,619.00 ","179,540.00 ","164,506.00 ","2,670,000.00 ","274,460.00 ","818,412.00 ",0.00 ,"166,655.00 ","1,349,022.00 ","671,976.00 ","64,761.00 ","3,321,949.00 ","186,776.00 ","29,581.00 ","4,195.00 ","557,591.00 ","74,086.00 ","275,990.00 ","1,041,513.00 ","867,952.00 ","348,027.00 ","541,020.00 ","647,024.00 ","10,772,950.00 ","5,992,444.00 ","4,780,506.00 ","70,923,068.00 "
2022-10,"1,255,670.00 ","412,573.00 ","13,624.00 ","279,914.00 ","195,804.00 ","353,755.00 ","239,344.00 ","46,499,023.00 ","2,180,335.00 ","770,364.00 ","454,897.00 ","331,812.00 ","287,174.00 ","199,330.00 ","136,757.00 ","35,941,315.00 ","673,258.00 ","381,558.00 ","117,937.00 ","30,138.00 ","298,624.00 ","185,508.00 ","328,728.00 ","155,646.00 ","1,447,410.00 ","776,560.00 ","109,319.00 ","135,874.00 ","18,728.00 ","1,492,162.00 ","413,301.00 ","4,574,141.00 ","581,296.00 ","902,906.00 ","98,216.00 ","563,754.00 ","416,837.00 ","37,067.00 ","79,331.00 ","390,518.00 ","1,348,523.00 ","322,878.00 ","1,025,554.00 ","3,723,605.00 ","1,195,343.00 ","180,854.00 ","327,921.00 ","103,627.00 ","5,044,557.00 ","1,397,676.00 ","3,556,892.00 ","6,307,868.00 ","4,591,922.00 ","163,191.00 ","84,119.00 ","1,916,359.00 ","478,619.00 ","889,020.00 ","5,874.00 ","338,941.00 ","35,522.00 ","579,809.00 ","29,684.00 ","258,985.00 ","22,464.00 ","7,645.00 ","30,857.00 ","1,218,399.00 ","217,469.00 ","1,916,137.00 ","39,337.00 ","98,919.00 ","66,818.00 ","593,357.00 ","153,112.00 ","71,607.00 ","8,377,373.00 ","7,576,974.00 ","4,250,308.00 ","2,308,764.00 ","539,188.00 ","168,152.00 ","632,247.00 ","833,054.00 ","286,903.00 ","270,256.00 ","59,186.00 ","216,709.00 ","1,650,440.00 ","811,778.00 ","364,766.00 ","35,710.00 ","2,914.00 ","44,393.00 ","22,225.00 ","285,858.00 ","63,137.00 ","639,461.00 ","22,574.00 ","1,105,552.00 ","530,447.00 ","418,519.00 ","184,776.00 ","156,586.00 ","2,300,000.00 ","276,885.00 ","689,728.00 ",0.00 ,"139,047.00 ","1,157,442.00 ","559,681.00 ","53,322.00 ","2,988,490.00 ","164,269.00 ","26,749.00 ","3,688.00 ","568,817.00 ","72,655.00 ","291,276.00 ","893,052.00 ","747,116.00 ","322,228.00 ","467,666.00 ","572,457.00 ","9,162,386.00 ","5,004,581.00 ","4,157,805.00 ","68,340,512.00 "
2022-11,"1,223,692.00 ","394,033.00 ","13,479.00 ","304,343.00 ","173,181.00 ","338,657.00 ","222,108.00 ","47,087,519.00 ","2,259,391.00 ","808,213.00 ","464,533.00 ","344,982.00 ","293,104.00 ","198,893.00 ","149,666.00 ","35,631,111.00 ","661,120.00 ","376,694.00 ","111,730.00 ","32,935.00 ","291,635.00 ","176,203.00 ","321,589.00 ","158,346.00 ","1,369,734.00 ","767,090.00 ","117,380.00 ","136,345.00 ","18,631.00 ","1,467,265.00 ","425,180.00 ","4,567,140.00 ","583,231.00 ","874,513.00 ","87,822.00 ","492,024.00 ","439,353.00 ","39,484.00 ","83,196.00 ","371,873.00 ","1,351,033.00 ","331,451.00 ","1,019,503.00 ","3,555,750.00 ","1,059,886.00 ","187,670.00 ","300,371.00 ","95,227.00 ","4,932,838.00 ","1,378,906.00 ","3,443,075.00 ","6,194,695.00 ","4,565,753.00 ","148,196.00 ","80,666.00 ","1,941,538.00 ","485,848.00 ","932,078.00 ","6,124.00 ","353,604.00 ","36,781.00 ","603,587.00 ","29,475.00 ","272,598.00 ","22,649.00 ","8,549.00 ","32,146.00 ","1,255,079.00 ","220,940.00 ","1,966,360.00 ","39,448.00 ","98,843.00 ","67,621.00 ","609,131.00 ","152,045.00 ","76,723.00 ","9,197,016.00 ","8,403,147.00 ","4,475,205.00 ","2,529,879.00 ","504,121.00 ","172,392.00 ","621,478.00 ","880,234.00 ","306,479.00 ","285,197.00 ","63,165.00 ","225,392.00 ","1,557,181.00 ","732,338.00 ","348,757.00 ","39,257.00 ","3,256.00 ","43,538.00 ","23,049.00 ","282,625.00 ","63,832.00 ","563,362.00 ","23,786.00 ","1,102,265.00 ","527,489.00 ","413,690.00 ","185,852.00 ","161,086.00 ","2,122,318.00 ","258,230.00 ","646,315.00 ",0.00 ,"146,668.00 ","1,179,523.00 ","522,859.00 ","49,071.00 ","3,273,906.00 ","182,273.00 ","28,910.00 ","3,898.00 ","596,312.00 ","77,146.00 ","300,979.00 ","1,001,516.00 ","855,313.00 ","350,286.00 ","499,022.00 ","644,497.00 ","8,535,327.00 ","4,695,192.00 ","3,840,136.00 ","68,277,807.00 "
